date,temperature_c,rainfall_mm,wr1_inflow_ml,wr2_inflow_ml
2011-01-01,3.944430407257293,2.295484155128177,517.270402234956,21.628030755468544
2011-01-02,5.139664547027037,0.8414768537583053,516.2857972453668,21.586862602593733
2011-01-03,2.948954635831259,3.3220260592224324,515.3809349475976,21.54902863892394
2011-01-04,9.634998214273665,3.245822461392469,514.5560831049604,21.514540060137715
2011-01-05,1.6829461742521978,7.6663827147583925,513.8114858043857,21.48340707196038
2011-01-06,6.3215824662112485,3.939708465702454,513.1473633841944,21.455638887144016
2011-01-07,-0.5315835146240251,15.039252380789911,512.5639123688952,21.43124372274126
2011-01-08,-0.5285381249022332,0.0,512.0613054110305,21.410228797673746
2011-01-09,5.44376781939954,0.0,511.639691240085,21.392600330595887
2011-01-10,3.012434544251077,0.0,511.2991946184754,21.37836353805472
2011-01-11,4.4344556971028615,0.0,511.03991630462986,21.367522632946194
2011-01-12,6.053033420340023,2.487705871943031,510.86193302317275,21.360080823268547
2011-01-13,6.686470315927844,0.0,510.7652974422208,21.356040311172993
2011-01-14,2.17561192486715,1.6553081078668643,510.75003815779684,21.35540229231206
2011-01-15,1.380016121335065,0.0,510.816159685369,21.35816695548581
2011-01-16,0.009944179078862803,14.94977816204109,510.963642458513,21.36433348258591
2011-01-17,4.753149818347362,10.088880111288857,511.19244283470385,21.373900048837793
2011-01-18,-0.3252950696959038,10.109081089041851,511.5024931082291,21.386863823340587
2011-01-19,1.2178601632528037,2.4849610422591417,511.8937015302246,21.403220969904858
2011-01-20,0.8403928698276302,3.0647341845745095,512.3659523358242,21.422966648187774
2011-01-21,1.2151005773232608,0.4623349138929694,512.919105778417,21.446095015125447
2011-01-22,0.684964626445797,5.4705522086593295,513.5529981709997,21.47259922666201
2011-01-23,-1.9509592460669758,0.0,514.2674419346152,21.50247143977485
2011-01-24,2.972105912067865,4.449169019432695,515.0622256538594,21.535702814795513
2011-01-25,-0.9958381462170678,1.823465126885768,515.937114139443,21.57228351802549
2011-01-26,-0.7497108387369393,12.251181138592555,516.8918484977874,21.61220272464616
2011-01-27,3.022508135909173,0.0,517.926146207636,21.65544862192206
2011-01-28,-3.678120418718067,7.482861487062234,519.0397012036559,21.70200841269641
2011-01-29,2.605152619843862,17.22497877438947,520.2321839670086,21.75186831917806
2011-01-30,-7.33915229769437,1.3870041083176063,521.5032416228594,21.805013587018507
2011-01-31,1.9152330258476367,3.6830090906613067,522.852498044798,21.86142848967797
2011-02-01,-6.542547635819568,0.0,524.2795539661423,21.92109633307912
2011-02-02,5.007324353349418,0.0,525.783987098086,21.98399946054715
2011-02-03,-5.95594550961543,11.306353592806621,527.3653522546609,22.050119258034602
2011-02-04,-0.38786514276001094,0.0,529.0231814844759,22.119436159629654
2011-02-05,-9.39279811375052,0.0,530.7569842091898,22.191929653345912
2011-02-06,1.0048779824036647,0.0,532.566247368682,22.267578287192276
2011-02-07,-0.6616150326691488,5.126319904532093,534.4504355728757,22.34635967552093
2011-02-08,-3.5113657425554603,1.2876464537966015,536.4089912601675,22.428250505651597
2011-02-09,-0.68714853308335,0.0,538.4413348624191,22.513226544770138
2011-02-10,-0.5714041962593319,0.0,540.5468649764617,22.601262647099443
2011-02-11,-1.4514988311394847,1.5126361808893114,542.7249585420598,22.692332761340477
2011-02-12,-1.8631225034496894,0.0,544.9749710262851,22.786409938381254
2011-02-13,-2.124784768871028,0.0,547.296236614244,22.883466339271525
2011-02-14,-0.9587789749481936,1.4966834576115733,549.688068406104,22.983473243460793
2011-02-15,-5.739648743850904,6.120011843390335,552.1497586203566,23.086401057297138
2011-02-16,-5.951625409947907,0.0,554.680578803263,23.19221932278451
2011-02-17,-5.378231881157333,3.593379989996059,557.2797800444137,23.30089672659569
2011-02-18,-2.3028222750720038,0.0,559.9465931983444,23.41240110933844
2011-02-19,-0.14021518078713324,0.0,562.680229112138,23.526699475071972
2011-02-20,-1.8301409019659112,8.231609466734254,565.4798788589478,23.64375800107099
2011-02-21,-2.3818412059333594,3.1348003901338837,568.3447139773716,23.763542047834353
2011-02-22,-6.5338761332940685,0.0,571.273886716607,23.88601616933548
2011-02-23,-1.4066097614957114,2.1284970054728687,574.2665302873146,24.01114412351141
2011-02-24,0.9233066068382563,3.984049004672568,577.321759118115,24.138888882987384
2011-02-25,-5.01431811893489,0.0,580.4386691176429,24.26921264603385
2011-02-26,0.19712010792929924,1.6696952784494328,583.6163379420836,24.402076847752625
2011-02-27,-0.4413838876356744,8.470744043948658,586.853825268108,24.537442171488834
2011-02-28,-4.010334745625037,0.0,590.1501730711301,24.67526856046537
2011-03-01,-5.204677159705504,4.569642913988821,593.5044059088018,24.81551522963631
2011-03-02,-0.8373006783766765,3.8441839776264235,596.9155312096623,24.95814067775591
2011-03-03,-7.0427485634751115,0.0,600.382539566855,25.10310269965944
2011-03-04,-11.814841817897689,0.0,603.9044050368285,25.25035839875241
2011-03-05,-1.4585550997834726,0.0,607.4800854429287,25.399864199704336
2011-03-06,-5.8213070651501955,1.8795016205260249,611.1085226837962,25.551575861343395
2011-03-07,-2.034242047257809,7.457551963859078,614.7886430464757,25.705448489748115
2011-03-08,-3.951614520164885,0.0,618.5193575241443,25.86143655153217
2011-03-09,-5.730803924186215,0.0,622.2995621383667,26.01949388731847
2011-03-10,-3.105490195178569,0.0,626.1281382657799,26.179573725398463
2011-03-11,-6.238018371183914,0.0,630.0039529691119,26.34162869557262
2011-03-12,-7.316365773088025,0.0,633.925859332436,26.505610843168053
2011-03-13,-6.61860627271064,0.5283931457724936,637.892696800562,26.671471643229076
2011-03-14,-7.564743528314197,0.0,641.9032915224631,26.8391620148765
2011-03-15,-5.193563045473686,0.45351468955537244,645.9564566986362,27.00863233583148
2011-03-16,3.322097362250976,12.130712550987436,650.050992932297,27.179832457099526
2011-03-17,-7.360641457531108,2.1714877199854943,654.1856885842992,27.35271171781042
2011-03-18,-3.683174364735761,1.9862375692843828,658.3593201316781,27.527218960209538
2011-03-19,-2.095970348407978,0.0,662.5706525297121,27.703302544796323
2011-03-20,-5.626150929207215,7.822240106095119,666.8184395773903,27.88091036560517
2011-03-21,-3.7776840598171972,0.4750901874483657,671.1014242861853,28.05998986562447
2011-03-22,-2.599906055582932,0.0,675.4183392520151,28.240488052349065
2011-03-23,-4.831873298740623,0.0,679.7679070302888,28.422351513461553
2011-03-24,-4.160581257321782,0.0,684.1488405139229,28.60552643263789
